customer_id,age,gender,country,device_type,session_duration,pages_visited,products_viewed,cart_additions,purchases,total_spent,last_purchase_days,membership_status,discount_used,churn
27,39,Female,Kenya,Mobile,18,10,28,4,4,1653.6,177,Basic,Yes,0
28,61,Male,Kenya,Mobile,92,22,3,8,8,3469.95,228,Basic,Yes,0
29,42,Male,Ghana,Desktop,35,17,13,12,7,3833.56,191,Basic,No,0
30,44,Female,Nigeria,Desktop,43,4,22,5,3,1527.43,160,Premium,No,0
31,59,Female,South Africa,Tablet,111,48,2,14,4,4060.02,267,Basic,Yes,0
32,45,Male,South Africa,Tablet,95,47,16,8,4,1476.64,358,Basic,Yes,0
33,33,Male,South Africa,Mobile,91,25,22,14,5,2237.17,326,Basic,No,0
34,32,Male,Ghana,Tablet,11,21,29,5,2,3637.82,190,Basic,Yes,1
35,64,Female,Ghana,Mobile,49,37,6,1,4,3467.67,175,Premium,No,0
36,61,Female,Kenya,Mobile,113,38,8,12,1,4936.97,290,Basic,Yes,1
37,20,Female,South Africa,Tablet,38,49,23,4,9,1133.55,357,Premium,No,0
38,54,Female,Ghana,Mobile,64,1,8,11,0,3314.97,145,Premium,Yes,0
39,24,Female,Kenya,Desktop,69,25,25,10,0,3052.31,232,Premium,Yes,1
40,38,Male,South Africa,Tablet,8,36,6,8,9,4576.34,360,Basic,No,0
41,26,Female,Nigeria,Desktop,34,17,14,7,6,790.25,204,Basic,No,0
42,56,Male,Kenya,Tablet,48,41,3,6,1,3761.47,213,Basic,Yes,1
43,35,Male,Ghana,Mobile,116,24,10,0,3,2845.66,40,Premium,Yes,0
44,21,Male,Ghana,Tablet,56,2,3,3,4,1380.58,275,Premium,No,0
45,42,Female,Kenya,Desktop,76,40,27,11,6,2377.43,323,Premium,No,0
46,31,Female,Kenya,Mobile,102,15,12,6,1,1675.55,82,Premium,Yes,0
47,26,Female,Ghana,Tablet,65,32,17,10,5,2900.77,181,Basic,Yes,0
48,43,Male,Nigeria,Tablet,31,39,27,6,0,4446.11,320,Basic,No,1
49,19,Male,South Africa,Tablet,4,6,29,14,6,2850.83,83,Basic,No,0
50,37,Male,Nigeria,Desktop,113,1,5,5,8,3162.29,303,Premium,No,0
51,45,Male,Kenya,Desktop,109,47,20,7,4,2598.55,262,Premium,No,0
52,64,Male,Nigeria,Tablet,50,23,25,10,4,265.32,272,Basic,No,0
53,24,Male,Ghana,Mobile,69,39,9,12,3,1171.96,200,Basic,Yes,0
54,61,Female,Kenya,Mobile,30,17,21,5,2,2465.09,240,Premium,Yes,1
55,25,Female,South Africa,Desktop,88,34,26,9,8,1558.07,180,Basic,No,0
56,64,Female,Ghana,Mobile,59,41,20,2,4,917.0,171,Basic,Yes,0
57,52,Female,Ghana,Desktop,67,29,7,3,7,2525.62,295,Premium,Yes,0
58,31,Male,South Africa,Tablet,75,9,22,13,8,1620.82,177,Premium,No,0
59,34,Male,South Africa,Desktop,45,13,4,2,4,1297.96,237,Premium,Yes,0
60,53,Female,Nigeria,Desktop,4,6,13,0,9,2325.29,138,Basic,Yes,0
61,57,Male,Kenya,Tablet,26,6,13,14,8,675.09,327,Premium,Yes,0
62,21,Female,South Africa,Mobile,27,20,10,9,1,4639.45,311,Basic,No,1
63,19,Female,South Africa,Desktop,46,3,18,4,8,4339.83,129,Basic,No,0
64,23,Female,Kenya,Desktop,118,17,17,14,3,3541.03,49,Premium,Yes,0
65,59,Male,South Africa,Tablet,107,49,20,0,5,540.01,164,Basic,Yes,0
66,21,Female,South Africa,Mobile,64,12,20,0,5,3881.63,277,Premium,Yes,0
67,46,Female,Nigeria,Desktop,91,48,13,1,5,4041.71,293,Premium,Yes,0
68,35,Female,Ghana,Tablet,106,47,17,12,1,3841.15,116,Basic,Yes,0
69,43,Male,Ghana,Desktop,51,45,22,3,6,578.69,24,Basic,Yes,0
70,61,Male,Ghana,Tablet,50,1,4,5,5,3223.1,311,Premium,No,0
71,51,Female,Ghana,Mobile,6,17,1,7,0,4173.28,25,Premium,Yes,0
72,27,Male,South Africa,Mobile,59,3,1,12,1,2890.99,127,Premium,Yes,0
73,53,Male,Kenya,Mobile,15,26,15,2,6,3235.57,234,Premium,No,0
74,31,Male,Kenya,Mobile,117,15,13,0,0,2297.23,209,Premium,Yes,1
75,48,Male,Nigeria,Desktop,30,36,17,2,0,2648.25,93,Premium,Yes,0
76,32,Male,Nigeria,Desktop,42,32,24,11,0,181.54,94,Basic,Yes,0
77,25,Male,South Africa,Mobile,101,32,26,2,7,3198.43,327,Basic,Yes,0
78,31,Male,Kenya,Mobile,37,4,8,4,3,416.42,225,Basic,No,0
79,40,Male,Kenya,Mobile,42,18,18,10,3,2180.72,280,Basic,Yes,0
80,57,Male,Ghana,Desktop,101,49,27,11,1,1470.35,11,Premium,No,0
81,38,Male,South Africa,Mobile,35,19,13,11,0,2731.69,329,Basic,Yes,1
82,33,Female,South Africa,Mobile,87,43,23,3,9,675.75,12,Basic,Yes,0
83,62,Female,Ghana,Mobile,6,35,14,12,8,3461.3,35,Premium,No,0
84,35,Male,South Africa,Tablet,68,40,8,3,6,3977.11,228,Basic,Yes,0
85,64,Female,South Africa,Mobile,18,14,8,8,3,825.14,220,Premium,No,0
86,41,Female,Nigeria,Tablet,73,33,27,6,5,530.52,141,Premium,No,0
87,43,Male,Kenya,Tablet,113,14,26,3,1,736.12,23,Premium,No,0
88,42,Male,South Africa,Mobile,29,34,15,2,6,4386.87,83,Premium,Yes,0
89,62,Male,Nigeria,Tablet,77,4,27,5,1,2645.66,229,Premium,Yes,1
90,58,Female,Kenya,Mobile,59,24,13,2,9,2341.63,344,Basic,Yes,0
91,46,Female,Ghana,Desktop,47,29,7,5,7,542.49,80,Basic,Yes,0
92,32,Male,Nigeria,Desktop,116,19,5,10,7,3251.28,353,Basic,No,0
93,62,Male,Nigeria,Desktop,17,6,17,12,0,4341.32,290,Premium,Yes,1
94,18,Male,Kenya,Desktop,109,33,28,10,7,4142.65,331,Basic,Yes,0
95,42,Female,Ghana,Tablet,96,49,25,12,1,3134.01,159,Basic,No,0
96,24,Female,Nigeria,Mobile,112,40,29,12,5,385.64,128,Basic,No,0
97,26,Female,South Africa,Mobile,22,19,16,11,0,570.86,190,Basic,Yes,1
98,41,Female,South Africa,Mobile,68,1,23,8,4,256.05,31,Premium,No,0
99,18,Male,South Africa,Desktop,69,5,2,5,6,1294.82,359,Basic,No,0
100,61,Male,Ghana,Desktop,37,27,22,11,9,686.95,15,Premium,No,0
101,25,Male,Nigeria,Mobile,105,16,18,3,0,1307.64,313,Premium,No,1
102,41,Male,South Africa,Desktop,49,6,17,14,1,1931.44,75,Basic,No,0
103,28,Female,Ghana,Mobile,13,40,7,4,6,4715.48,34,Premium,Yes,0
104,34,Female,South Africa,Mobile,34,13,13,12,5,3055.78,359,Premium,Yes,0
105,25,Male,Kenya,Mobile,109,48,18,5,2,4176.52,196,Premium,Yes,1
106,52,Male,Nigeria,Mobile,86,35,29,10,9,3554.65,331,Premium,Yes,0
107,52,Female,Nigeria,Mobile,53,19,14,2,1,571.39,29,Premium,Yes,0
108,50,Male,Ghana,Mobile,87,12,18,7,9,3682.24,194,Premium,Yes,0
109,22,Female,Ghana,Mobile,51,16,13,3,3,1382.74,16,Premium,Yes,0
110,59,Male,Nigeria,Desktop,3,43,11,7,2,3199.15,77,Basic,No,0
111,56,Male,South Africa,Mobile,42,10,21,9,6,1711.4,293,Basic,Yes,0
112,58,Male,South Africa,Mobile,98,25,21,9,7,4988.38,81,Premium,Yes,0
113,45,Male,Kenya,Desktop,32,20,16,2,1,1325.12,124,Premium,Yes,0
114,24,Male,South Africa,Desktop,109,31,23,9,9,1402.86,19,Basic,No,0
115,26,Male,Ghana,Desktop,51,4,17,6,6,4654.05,102,Basic,Yes,0
116,25,Male,Ghana,Mobile,113,44,8,10,7,132.98,77,Basic,Yes,0
117,29,Female,South Africa,Tablet,85,23,19,12,5,3486.48,229,Basic,No,0
118,51,Female,Ghana,Tablet,46,2,20,11,5,3629.38,297,Premium,Yes,0
119,50,Female,Nigeria,Desktop,108,22,15,8,9,4183.53,203,Premium,Yes,0
120,40,Female,Nigeria,Tablet,21,37,9,3,0,4872.45,61,Basic,No,0
121,41,Female,South Africa,Desktop,44,8,20,7,3,4878.25,26,Basic,Yes,0
122,54,Male,Nigeria,Mobile,11,7,10,2,0,335.73,71,Basic,No,0
123,52,Male,Nigeria,Tablet,103,14,12,6,3,4110.98,103,Basic,Yes,0
124,61,Female,Kenya,Mobile,68,3,21,2,1,3235.09,326,Premium,Yes,1
125,57,Male,Kenya,Tablet,115,16,23,11,4,3240.24,363,Basic,Yes,0
126,39,Female,Nigeria,Mobile,1,19,20,14,9,650.47,157,Basic,No,0
127,44,Female,South Africa,Tablet,92,18,1,14,8,3254.43,363,Basic,No,0
128,52,Male,Kenya,Mobile,63,16,25,6,9,4912.59,359,Premium,No,0
129,18,Male,Ghana,Mobile,24,8,20,13,2,4559.97,194,Premium,Yes,1
130,52,Male,Ghana,Tablet,99,33,9,10,7,2201.26,275,Premium,Yes,0
131,54,Female,Ghana,Mobile,13,49,22,9,2,209.34,324,Basic,No,1
132,64,Male,South Africa,Mobile,111,12,15,9,5,1817.84,186,Basic,No,0
133,31,Female,Nigeria,Mobile,98,11,1,10,3,4133.69,326,Basic,Yes,0
134,20,Female,Ghana,Tablet,11,5,12,10,7,3510.48,113,Premium,Yes,0
135,18,Female,South Africa,Tablet,100,27,3,5,5,2302.12,313,Premium,Yes,0
136,22,Male,Kenya,Mobile,51,12,11,1,7,284.96,165,Basic,Yes,0
137,43,Male,Nigeria,Mobile,17,17,2,10,0,2140.2,61,Basic,No,0
138,31,Female,Kenya,Tablet,99,6,16,2,5,2350.43,92,Premium,Yes,0
139,56,Male,South Africa,Tablet,82,33,9,5,0,4643.49,286,Basic,Yes,1
140,44,Male,Ghana,Mobile,104,5,15,13,0,3209.02,153,Basic,Yes,0
141,26,Male,Ghana,Mobile,86,28,12,3,7,1565.15,225,Basic,Yes,0
142,32,Female,South Africa,Mobile,24,14,1,5,6,2631.34,127,Premium,Yes,0
143,32,Female,Ghana,Desktop,19,5,13,0,2,339.62,193,Basic,Yes,1
144,43,Male,Nigeria,Tablet,37,33,14,9,5,4863.12,115,Basic,Yes,0
145,59,Female,South Africa,Desktop,103,48,25,11,8,1806.7,262,Basic,No,0
146,30,Male,Kenya,Tablet,85,41,25,0,6,2394.56,18,Basic,No,0
147,49,Male,South Africa,Tablet,8,19,8,2,2,1782.87,10,Premium,No,0
148,56,Male,Nigeria,Tablet,28,22,8,7,5,3415.73,92,Premium,Yes,0
149,49,Male,Nigeria,Tablet,5,5,27,7,3,3314.54,139,Premium,No,0
150,21,Female,South Africa,Tablet,17,2,12,10,2,3579.46,333,Basic,Yes,1
151,47,Female,South Africa,Tablet,101,30,1,3,8,1348.03,357,Premium,Yes,0
152,54,Female,Ghana,Tablet,36,47,11,5,9,1585.19,340,Basic,Yes,0
153,40,Male,Nigeria,Desktop,118,39,8,14,1,635.0,52,Premium,Yes,0
154,56,Male,South Africa,Mobile,19,4,10,7,0,3280.99,195,Basic,No,1
155,62,Male,South Africa,Mobile,64,33,19,6,1,208.59,206,Premium,Yes,1
156,32,Female,Nigeria,Desktop,91,13,11,10,6,2992.43,287,Premium,Yes,0
157,60,Male,South Africa,Desktop,117,20,7,6,9,4349.78,93,Premium,No,0
158,46,Female,Ghana,Desktop,98,7,11,12,0,4455.25,309,Basic,No,1
159,53,Female,Nigeria,Desktop,11,15,17,3,5,2250.7,145,Basic,No,0
160,30,Female,Ghana,Tablet,54,23,1,8,6,2301.93,86,Basic,Yes,0
161,49,Female,Ghana,Mobile,45,14,26,11,8,394.08,153,Premium,No,0
162,24,Female,Ghana,Tablet,47,23,29,9,7,3357.12,2,Basic,Yes,0
163,39,Female,Ghana,Mobile,12,19,21,5,5,4108.08,342,Basic,Yes,0
164,45,Male,Nigeria,Mobile,118,29,21,13,2,1230.83,260,Basic,No,1
165,19,Male,Ghana,Desktop,21,20,8,11,7,2112.29,164,Basic,No,0
166,59,Female,Ghana,Tablet,118,29,23,10,6,4195.81,6,Basic,No,0
167,62,Female,South Africa,Desktop,11,24,24,2,2,4386.83,149,Basic,Yes,0
168,23,Male,Nigeria,Tablet,103,18,6,4,8,1223.47,205,Premium,Yes,0
169,45,Female,Nigeria,Mobile,92,10,22,4,1,2757.35,118,Premium,Yes,0
170,45,Female,Kenya,Desktop,5,41,18,13,2,970.54,89,Basic,Yes,0
171,61,Male,Nigeria,Desktop,81,8,6,4,1,518.38,154,Premium,Yes,0
172,61,Female,Nigeria,Mobile,56,26,5,7,0,4556.49,167,Premium,Yes,0
173,37,Female,Kenya,Mobile,20,29,13,8,3,4104.33,161,Basic,No,0
174,47,Female,Nigeria,Mobile,41,10,19,12,4,3802.57,270,Basic,Yes,0
175,28,Male,Nigeria,Desktop,46,17,22,8,5,253.34,56,Premium,No,0
176,45,Male,Nigeria,Tablet,12,2,8,12,4,4220.21,228,Basic,No,0
177,42,Male,Nigeria,Desktop,70,6,9,5,0,2195.84,337,Premium,No,1
178,56,Female,Kenya,Tablet,17,5,17,5,2,1718.55,149,Premium,No,0
179,50,Female,Nigeria,Desktop,115,28,3,8,0,2736.92,46,Premium,No,0
180,18,Male,Nigeria,Desktop,19,41,19,3,4,465.85,144,Basic,Yes,0
181,44,Female,Kenya,Mobile,26,5,11,5,4,3785.67,238,Premium,Yes,0
182,30,Female,South Africa,Tablet,48,18,24,3,5,2916.35,272,Basic,Yes,0
183,58,Female,Ghana,Desktop,108,26,17,10,7,941.08,120,Basic,Yes,0
184,20,Female,South Africa,Desktop,108,20,21,0,9,949.28,340,Basic,No,0
185,56,Female,Kenya,Mobile,52,41,19,6,0,929.4,220,Basic,No,1
186,23,Male,Ghana,Mobile,96,49,2,13,3,294.44,8,Basic,No,0
187,25,Female,Kenya,Tablet,70,27,8,9,9,2943.11,344,Premium,Yes,0
188,44,Male,Kenya,Desktop,55,49,19,10,0,4203.34,275,Basic,Yes,1
189,26,Female,Nigeria,Tablet,100,12,7,11,8,97.32,353,Basic,Yes,0
190,54,Male,Ghana,Desktop,102,7,28,5,6,254.53,66,Basic,Yes,0
191,50,Female,Nigeria,Tablet,75,3,27,8,6,2868.12,79,Basic,No,0
192,59,Male,Ghana,Mobile,33,10,17,6,4,4099.28,86,Basic,No,0
193,61,Female,Kenya,Desktop,62,34,6,12,6,1640.43,124,Premium,Yes,0
194,41,Male,Kenya,Tablet,88,25,19,6,1,1754.58,202,Basic,Yes,1
195,32,Female,South Africa,Mobile,23,35,24,1,3,2985.77,150,Basic,No,0
196,49,Male,Ghana,Mobile,15,16,6,11,6,1378.32,46,Premium,No,0
197,49,Female,Nigeria,Tablet,27,2,28,10,2,142.78,113,Basic,No,0
198,41,Male,South Africa,Desktop,75,24,2,14,1,3678.79,91,Premium,No,0
199,58,Male,South Africa,Desktop,64,10,6,8,9,3131.99,141,Premium,Yes,0
200,29,Female,South Africa,Mobile,115,38,23,9,1,2907.97,289,Premium,No,1
201,56,Female,Nigeria,Desktop,114,22,5,8,0,3711.0,218,Premium,No,1
202,19,Male,South Africa,Desktop,81,26,19,5,4,3379.4,77,Basic,No,0
203,20,Female,Nigeria,Desktop,51,43,20,12,5,1037.35,334,Basic,No,0
204,54,Male,South Africa,Mobile,53,39,4,2,5,1768.88,152,Premium,Yes,0
205,34,Male,Nigeria,Tablet,78,27,22,0,8,639.29,323,Premium,Yes,0
206,19,Male,Kenya,Desktop,91,29,26,3,3,657.99,239,Basic,Yes,0
207,19,Female,Kenya,Mobile,82,47,17,13,0,3384.22,115,Premium,Yes,0
208,45,Male,Kenya,Mobile,92,38,11,13,5,4294.41,319,Premium,Yes,0
209,40,Male,Kenya,Tablet,51,20,4,2,4,4814.04,94,Premium,Yes,0
210,54,Female,Kenya,Desktop,47,27,26,13,9,3145.45,48,Basic,No,0
211,49,Female,South Africa,Desktop,111,41,13,11,5,928.67,191,Premium,No,0
212,50,Female,South Africa,Tablet,4,20,20,0,2,537.2,12,Basic,No,0
213,18,Female,South Africa,Tablet,7,44,26,2,1,4066.13,156,Basic,No,0
214,36,Male,Nigeria,Mobile,109,19,17,13,5,2897.99,172,Basic,Yes,0
215,19,Male,Nigeria,Mobile,35,20,9,13,0,3095.24,296,Premium,No,1
216,61,Male,Nigeria,Tablet,48,35,4,3,6,3909.5,177,Premium,Yes,0
217,43,Male,Nigeria,Desktop,73,47,23,12,6,3519.35,341,Basic,No,0
218,49,Female,Kenya,Mobile,72,2,28,12,9,4173.95,57,Basic,No,0
219,23,Male,Kenya,Mobile,116,30,14,14,6,290.51,343,Basic,No,0
220,49,Male,Kenya,Desktop,45,34,19,13,9,3740.13,340,Premium,Yes,0
221,21,Female,Ghana,Mobile,81,22,26,7,0,4255.76,203,Premium,No,1
222,28,Male,South Africa,Desktop,81,3,28,8,3,1437.81,185,Basic,Yes,0
223,34,Male,Nigeria,Desktop,113,6,3,2,6,3205.83,121,Basic,Yes,0
224,55,Male,Nigeria,Desktop,97,15,14,5,8,1577.67,226,Premium,No,0
225,41,Male,Kenya,Tablet,96,27,8,9,4,4790.28,202,Basic,Yes,0
226,22,Male,Nigeria,Tablet,72,10,24,10,1,176.78,330,Premium,Yes,1
227,51,Male,Nigeria,Tablet,19,9,27,14,6,2903.17,363,Premium,No,0
228,23,Female,South Africa,Desktop,63,33,28,4,9,840.85,356,Basic,No,0
229,39,Female,Kenya,Desktop,38,32,1,5,0,3563.98,216,Basic,No,1
230,28,Male,South Africa,Tablet,67,48,10,3,6,887.69,43,Premium,No,0
231,33,Male,Ghana,Mobile,59,6,18,9,5,1184.56,23,Premium,No,0
232,50,Female,Ghana,Desktop,69,41,16,5,6,2476.91,155,Premium,No,0
233,26,Male,Ghana,Mobile,13,36,8,6,9,4575.03,186,Premium,Yes,0
234,23,Male,Kenya,Mobile,47,2,1,8,2,1066.45,249,Premium,No,1
235,33,Male,Nigeria,Desktop,110,29,12,9,2,729.76,237,Basic,No,1
236,46,Female,Kenya,Desktop,61,4,8,6,6,3797.29,293,Premium,Yes,0
237,20,Male,Kenya,Mobile,31,1,24,5,1,2508.09,134,Premium,No,0
238,37,Female,Nigeria,Mobile,119,19,16,0,0,4559.81,321,Premium,Yes,1
239,53,Male,South Africa,Tablet,80,26,18,1,8,741.61,22,Basic,No,0
240,36,Female,Ghana,Tablet,114,25,4,0,8,3233.18,361,Basic,No,0
241,43,Female,South Africa,Desktop,96,10,6,8,6,1172.07,88,Premium,Yes,0
242,20,Male,Ghana,Tablet,22,15,12,9,6,792.23,153,Premium,No,0
243,36,Female,Kenya,Tablet,93,22,27,9,2,3420.31,125,Basic,Yes,0
244,37,Male,Ghana,Tablet,86,48,9,8,9,2972.49,79,Basic,No,0
245,49,Female,Kenya,Tablet,43,21,15,6,1,3776.59,346,Basic,No,1
246,24,Male,South Africa,Mobile,67,22,16,12,6,1554.22,51,Basic,Yes,0
247,58,Male,Kenya,Desktop,54,36,24,1,8,2245.38,216,Premium,No,0
248,50,Female,South Africa,Tablet,10,34,12,5,0,2033.3,176,Basic,No,0
249,57,Male,Nigeria,Mobile,42,30,24,10,3,4920.61,358,Premium,Yes,0
250,56,Male,Nigeria,Mobile,64,25,23,3,5,1468.32,253,Premium,No,0
251,35,Female,Nigeria,Mobile,21,45,14,0,6,1481.14,246,Basic,Yes,0
252,57,Male,Kenya,Tablet,80,28,13,0,9,1779.2,227,Basic,No,0
253,18,Male,Nigeria,Tablet,76,1,25,11,6,2827.32,106,Basic,Yes,0
254,28,Female,Ghana,Desktop,66,49,2,4,9,1269.09,193,Basic,No,0
255,45,Female,South Africa,Tablet,41,45,3,11,1,4577.3,316,Premium,Yes,1
256,42,Male,South Africa,Tablet,24,4,26,1,3,1335.77,302,Premium,Yes,0
257,40,Male,Ghana,Mobile,35,7,24,3,4,4480.12,36,Premium,No,0
258,48,Female,Kenya,Desktop,56,49,22,0,0,526.34,204,Basic,No,1
259,47,Female,Kenya,Tablet,30,9,10,3,0,3286.25,267,Premium,Yes,1
260,59,Male,South Africa,Tablet,57,36,9,10,9,4535.86,268,Basic,No,0
261,52,Female,Nigeria,Mobile,94,19,26,5,2,852.06,170,Premium,Yes,0
262,24,Male,Kenya,Mobile,47,1,20,9,9,4841.95,39,Basic,No,0
263,33,Male,Kenya,Tablet,35,10,8,3,2,2269.89,139,Premium,No,0
264,43,Male,Ghana,Desktop,19,36,10,0,7,4729.12,292,Premium,Yes,0
265,19,Male,Ghana,Desktop,114,9,19,6,8,3387.33,52,Basic,Yes,0
266,18,Male,Nigeria,Mobile,8,45,3,13,0,1514.92,287,Premium,No,1
267,29,Female,Kenya,Mobile,26,46,24,1,1,949.63,289,Premium,No,1
268,22,Female,Kenya,Tablet,113,42,5,8,9,1525.64,141,Basic,No,0
269,54,Female,Ghana,Mobile,104,32,3,12,1,474.16,146,Basic,No,0
270,49,Female,Kenya,Tablet,71,32,26,2,3,727.9,314,Basic,No,0
271,26,Male,South Africa,Desktop,30,6,27,7,1,532.26,184,Basic,Yes,1
272,58,Male,Ghana,Desktop,7,48,16,12,6,2120.49,152,Basic,No,0
273,52,Male,Nigeria,Tablet,67,38,17,7,8,3979.94,201,Premium,No,0
274,36,Male,Ghana,Mobile,65,17,15,2,6,715.5,128,Basic,Yes,0
275,33,Female,Kenya,Desktop,36,10,3,3,5,660.3,287,Premium,Yes,0
276,20,Male,Nigeria,Mobile,25,27,12,1,9,3220.71,311,Premium,Yes,0
277,37,Male,Ghana,Desktop,37,35,9,3,0,993.94,253,Basic,No,1
278,41,Female,South Africa,Tablet,1,21,21,10,9,497.07,266,Premium,Yes,0
279,50,Female,South Africa,Tablet,15,25,12,10,8,842.57,188,Premium,Yes,0
280,41,Female,Ghana,Tablet,37,28,26,10,4,4619.42,230,Basic,Yes,0
281,28,Female,South Africa,Desktop,13,47,15,13,4,4109.14,271,Premium,Yes,0
282,25,Male,South Africa,Mobile,104,15,2,8,5,1776.78,259,Basic,No,0
283,53,Male,South Africa,Mobile,8,4,23,1,8,3282.55,299,Basic,No,0
284,55,Female,Nigeria,Mobile,5,29,18,11,7,2691.01,198,Basic,No,0
285,57,Male,South Africa,Desktop,60,9,20,11,7,3388.85,323,Premium,Yes,0
286,37,Male,South Africa,Desktop,73,27,12,12,7,3416.53,56,Premium,Yes,0
287,52,Male,South Africa,Desktop,1,26,23,2,0,3147.38,319,Premium,Yes,1
288,42,Female,Nigeria,Desktop,36,19,4,14,0,1337.85,203,Premium,Yes,1
289,52,Male,Ghana,Desktop,35,28,23,10,7,204.64,271,Basic,Yes,0
290,42,Female,Kenya,Mobile,66,17,16,10,4,2283.28,109,Premium,Yes,0
291,46,Male,South Africa,Desktop,63,43,23,14,8,4455.96,116,Basic,No,0
292,35,Male,Ghana,Desktop,104,41,16,3,1,2851.79,92,Premium,No,0
293,63,Male,South Africa,Mobile,23,42,1,4,8,4163.63,138,Premium,Yes,0
294,35,Female,Nigeria,Desktop,9,20,22,0,7,4958.21,303,Premium,No,0
295,19,Male,Ghana,Mobile,34,45,25,6,8,826.44,57,Premium,Yes,0
296,52,Female,Nigeria,Mobile,46,40,2,13,3,3461.97,50,Premium,Yes,0
297,33,Female,South Africa,Tablet,78,39,3,9,0,3374.72,71,Basic,No,0
298,58,Female,South Africa,Tablet,4,49,26,6,0,4899.98,82,Premium,Yes,0
299,53,Male,Nigeria,Tablet,30,23,21,8,4,4928.15,105,Premium,No,0
300,50,Male,Kenya,Tablet,95,47,25,3,1,3436.53,88,Premium,Yes,0
301,21,Male,Nigeria,Desktop,102,32,20,13,7,1225.64,2,Premium,Yes,0
302,50,Male,South Africa,Tablet,75,47,17,13,9,3994.79,360,Basic,No,0
303,31,Female,Nigeria,Mobile,99,33,20,5,4,544.08,84,Premium,Yes,0
304,38,Female,Kenya,Desktop,72,46,22,10,4,3905.69,43,Basic,Yes,0
305,37,Female,Nigeria,Tablet,3,5,21,1,1,4551.88,154,Premium,Yes,0
306,25,Male,Kenya,Mobile,14,43,29,11,6,1920.34,327,Basic,No,0
307,24,Female,Kenya,Desktop,60,48,1,11,7,3156.87,94,Basic,Yes,0
308,20,Male,Nigeria,Desktop,77,34,20,13,9,2156.41,298,Basic,Yes,0
309,34,Female,Nigeria,Tablet,45,40,6,3,0,2194.45,133,Basic,Yes,0
310,50,Male,Ghana,Desktop,96,11,29,1,1,1558.75,65,Basic,No,0
311,29,Male,South Africa,Mobile,34,3,15,9,9,3813.03,290,Premium,No,0
312,39,Female,Kenya,Desktop,45,33,26,4,3,4681.52,257,Basic,No,0
313,39,Female,Ghana,Mobile,61,11,26,14,4,4704.35,213,Premium,No,0
314,63,Female,Nigeria,Desktop,83,16,14,6,1,882.16,148,Basic,No,0
315,47,Female,South Africa,Tablet,102,18,20,12,0,4374.97,61,Basic,Yes,0
316,55,Male,Ghana,Mobile,16,30,15,0,8,3689.78,149,Premium,No,0
317,55,Female,Kenya,Desktop,66,48,14,14,0,1271.66,88,Basic,No,0
318,62,Female,Ghana,Desktop,40,10,25,9,3,345.75,324,Basic,Yes,0
319,25,Female,Kenya,Desktop,17,18,21,9,1,1347.31,278,Basic,No,1
320,44,Male,Nigeria,Mobile,119,38,24,6,3,4561.92,82,Basic,Yes,0
321,44,Male,South Africa,Mobile,34,19,25,9,7,3169.56,129,Premium,No,0
